,title,label
4399,fullyear operating result for 2008 was 3.6 million negative .,0
4110,finnish benefon denies claims made in the press that the company is giving up its mobile handset business .,2
2962,"in this way , the industry starting point has been the consumers needs .",2
2237,the offer represents a premium of 24 over the stock closing price on friday .,1
1736,"with the measures , suominen corporation aims to ensure the competitiveness of the flexible packaging business in the long term .",1
4698,operating profit decreased to eur 16mn from eur 21.1 mn in 2008 .,0
4617,"the omx helsinki 25 ended 0.47 pct lower at 3,150.55 and the omx helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",0
2934,"helsinki thomson financial mreal said it will exercise an option to buy a 50mw natural gas power plant and land in kyroskoski , finland , for around 13 mln eur from kyro oyj .",1
1133,"we hope to clarify our policies to finnish businesses where there are any gray areas , motlanthe said .",2
4502,"the previously concluded adaptation measures , concerning other staff , were adequate for the time being , and the planning operations continue as before at the plant , the company said .",1
3656,"karachi , sept. 14 ixonos , a world leader in the development and integration of solutions for handheld devices , announced that it is implementing a touch screen mobile user interface solution for the intel atom processor z6xx based smartphones .",2
1221,finnish consumers prefer to buy the cheapest beer brand .,2
1624,"the contractor of the shopping center , china state construction engineering corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",2
1350,the adjustment measures will be carried out in phases to secure the delivery capability .,2
62,"the new agreement is a continuation to theagreement signed earlier this year with the lemminkainen group , whereby cramo acquired the entire construction machine fleet oflemminkainen talo oy ita ja pohjois suomo , and signed asimilar agreement , said tatu hauhio , managing director ofcramo finland .",2
713,both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .,1
3954,tikkurila acquired a majority stake in kolorit paints in the autumn of 2004 .,2
4578,4 february 2011 finnish privacy and security software developer tectia oyj hel tec1v said wednesday it has set up two strategic business units managed security and mobile authentication .,2
4708,prices and delivery volumes of broadband products decreased significantly in 2005 .,0
3822,the devices also contains finnair own application for compiling customer feedback and ideas for product development .,2
4630,the company expects its net sales for the whole 2009 to remain below the 2008 level .,0
2072,finnishswedish tietoenator is expanding its business quickly in russia .,1
582,"the offer of some 30 million shares aimed to raise more than x20ac 500 million us 640 million , was expected to be completed by oct. 9 , outokumpu said .",2
963,outokumpu chief executive juha rantanen expressed his confidence in china market .,1
2172,operating profit totaled eur 18.6 mn or 8.3 of net sales .,2
1329,"russia top container shipping group , fesco , and finnish logistics company nurminen logistics have started a pilot project offering clients direct intermodal transportation service from finland to asia pacific countries , fesco said in a statement .",1
2255,we can capitalize on our experience from a number of similar bridge projects in the nordic countries .,1
4580,"operating profit for the 12month period decreased from eur28 .2 m while net turnover increased from eur313 .42 m , as compared to the financial year 2004 .",0
1041,"he does not believe , however , that hkscan or atria will start to use imported meat as finnish consumers prefer domestic products .",2
3222,the contract will take effect in 2009 for a five or ten year period .,2
2922,"geneva , feb. 10 tero aaltonen , finland has developed a radio resource control method .",2
2106,"finnish technology group aspocomp group oyj omx helsinki acg1v issued its third quarter report on thursday 13 november , posting an operating profit of eur0 .4 m , as compared to a loss of eur0 .5 m in the third quarter of 2007 .",1
2841,"capman , with offices in helsinki , stockholm , copenhagen and oslo , manages nordic buyout , mezzanine , technology , life science and real estate funds with approximately eur2 .6 bn in total capital .",2
3777,"the business transfer will take effect from 1 january 2007 , and in connection with this 47 employees will transfer from elisa to daxtum as continuing employees .",2
312,"with the acquisition , the company will expand its offering to north , central and south america , it said .",1
4689,"adpnews oct 21 , 2009 finlandbased it consultancy tieto oyj hel tie1v said today its net profit plunged to eur 29.4 million usd 43.9 m for the first nine months of 2009 from eur 58.7 million for the same period o",0
4666,consolidated pretax profit decreased by 69.2 to eur 41.0 mn from eur 133.1 mn in 2007 .,0
1766,the purpose of this action is to ensure company cost effectiveness this year and in the near future .,1
3291,the new chain has 700 discount stores and 250 supermarkets .,2
3235,the duration of the layoffs per employee will vary from one to six weeks .,2
1072,"professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",2
1474,rapala is excited to be partnering with rbff and other industry leaders on this holiday promotion .,2
1575,"participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , fourdoor altima .",2
3353,"the segu companies and pkc polish unit will form a business servicing the western european markets with annual sales of about hundred million and about 2,500 employees , the finnish company ceo , harri suutari , said .",2
667,"the third quarter result also includes a 400,000 euro 575,000 provision for downsizing of lure manufacturing in ireland .",2
1850,in his turn fradkov said russia is interested in adopting finnish experience in forming technology parks in the framework of implementing the law on special economic zone .,2
3081,pharmaceutical market in poland global research data services published recently a market analysis about the pharmaceutical markets in poland .,2
2424,"capman said the deal effect on its cash flow for 2009 totals eur3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",2
4158,finnish nordic aluminium is starting employeremployee negotiations in finland that concern all staff groups .,2
1378,the eur 0.7 million nonrecurring expenses have been recorded for the third quarter .,2
4608,total two offers were received by contracting authority for participating in this contract however the contract was allotted to affecto finland oy .,2
3375,"the tekla structures 16 installation has been built according to microsoft requirements for the windows 7 certification , the company added .",2
1879,we do hope that this will in the future turn out to be a novel method for the prevention of alcohol and tobacco smoking associated oral cancers .,2
1334,shares will be acquired in accordance with section 5 of the rules of nasdaq omx helsinki and other rules applicable to the acquisition of own shares .,2
2050,"the item included restructuring costs of eur1 .6 m , while a year earlier they were eur13 .1 m. diluted eps stood at eur0 .3 versus a loss per share of eur 0.1 .",1
3460,"votorantim celulose e papel vcp is part of the votorantim group , a major brazilian conglomerate .",2
688,the plan is estimated to generate some eur 5 million usd 6.5 m in cost savings on an annual basis .,1
785,"the company estimates that the trend in demand for sports equipment will be steady in 2006 , amer report said .",1
1810,"one can even receive on the spot alerts as soon as jobs are posted , putting you at the front of the queue for opportunities .",2
530,"tikkurila powder coatings has some 50 employees at its four paint plants , which generated revenues of eur2 .4 m usd3 .3 m in 2010 .",2
3040,nd not disclosed .,2
4009,"at some point in 2010 , all separate company names , such as palmberg , tekmanni , lemcon , forssan betoni , suonenjoen betonituote , among others , will disappear .",2
4410,net sales have been eaten by the weak us dollar .,0
3408,"the world of glass is coming to egypt and we invite visitors from all around the world to attend glass world exhibition 2009 , register now at www.glassworldex.com",2
2092,efficiency programs totalling 100 million euros are under way in finnair .,1
4453,"the period sales dropped to eur30 .6 m from eur38 .3 m , according to the interim report , released today .",0
2145,"last week , the finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company strategic goal of becoming the world largest stainless steel maker .",1
2720,it wo n t happen overnight .,2
1871,"the total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",2
1257,insurance policies should be simple .,2
1769,"we are glad that our long cooperation with sodra continues , comments stiggoran sandberg , affecto area manager for baltic operations .",1
148,"finnish ponsse has signed an agreement with babcock africa for the distribution and support of ponsse forest machines , harvester heads , and information systems in south africa .",1
3140,"tampere science parks is a finnish company that owns , leases and builds office properties and it specialises in facilities for technologyoriented businesses .",2
3432,two of these contracts are for turntable anode vibrocompactors that will be delivered to gansu hualu aluminum co ltd and another unnamed costumer .,2
1271,jon risfelt is 49 years old holds a master of science in chemical engineering from the swedish royal institute of technology .,2
1533,"if the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",2
2963,"in total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",2
2545,"poyry plc additional information by heikki malinen , president and ceo , poyry plc tel. 358 10 33 21307 poyry is a global expert in consulting and engineering .",2
3108,"rockwell collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",2
4621,"finnish construction company yit is reducing the number of startups of marketfinanced residential units in 2007 to about 2,300 from the previously announced 2,700 .",0
3480,marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,2
2116,"in 2007 , alma media operating profit was about eur 53mn .",2
436,it has some 30 offices worldwide and more than 90 pct of its net sales are generated outside finland .,2
198,finnish office supplies and computer accessories dealer belttongroup plc said its net profit rose to 1.3 mln euro 1.7 mln in 2006 from 1.13 mln euro 1.5 mln in 2005 .,1
4075,"the poorest index figure was given to finnish power company fortum , 4.5 .",0
2756,"scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in oulu , in finland , to lay off staff temporarily .",0
2890,financial details were n t disclosed .,2
3462,"yit corporation sept. 24 , 2007 at 13 30 corporate release stock exchange release yit s capital markets day in london , sept. 26 , 2007 on wednesday , september 26 , 2007 , yit will hold a capital markets day for investors and analysts in london .",2
1573,"outotec scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",2
2797,"also the city insurance company , if p c insurance , has said it will not pay compensation .",0
4020,finnish forest industry group stora enso oyj issued on thursday 20 march a profit warning for the first quarter 2008 .,0
3540,"based in helsinki , finland , ramirent has branches in 13 nordic , central and eastern european countries .",2
3202,the company said that the results of the third quarter do not include nonrecurring items .,2
389,"xerox and stora enso have teamed up to tailor the igen3 to the shortrun , ondemand packaging market .",1
3574,"economic development in china is no longer taking place only on the east coast and in the shanghai area , vauramo says .",2
954,"however , sales volumes in the food industry are expected to remain at relatively good levels in finland and in scandinavia , atria said .",1
1177,"apart from nordea , also ergo is competing for the position among the top three pension funds providers in estonia .",2
340,"in julyseptember 2008 , yit net sales increased to eur 970.8 mn , compared to eur 906.8 mn in the corresponding period in 2007 .",1
1585,quality chargers under chargz brand are sold in selected retail stores and other sales locations worldwide .,2
4401,"in q1 of 2009 , the company result before taxes from continuing operations , excluding nonrecurring items , totalled eur 0.4 mn , compared to eur 0.1 mn in the corresponding period in 2008 .",0
187,"eps for the quarter was eur0 .00 , as compared with eur0 .01 in the third quarter of 2008 , representing a group net sales for the third quarter were eur15 .3 m , up by 2.8 as compared with eur14 .9 m in the third quarter of 2008 .",1
195,finnish messaging solutions developer tecnomen corporation omx helsinki tem1v said on thursday 11 december that it has received an expansion order for its convergent charging solution in latin america .,1
3542,"bavaria industriekapital ag 2006 revenues were eur 333 million , with an ebitda of eur 51 million .",2
1576,peigs www.peigs.se will become part of sardus latta maltider light meals unit .,2
978,the company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 september 2010 .,2
2020,"in the beginning of this year , wartsila had secured an order to deliver four gasfuelled main engines and propulsion machinery for the same vessel .",1
3749,storengy is the gdf suez company that is dedicated to the underground storage of natural gas .,2
2708,yvonne jones is owner of chameleon interiors .,2
574,"when the omx market forwards mature on may 16 , 2008 , novator finland oy direct shareholding in amer sports corporation will exceed onefifth 15 of the company shares and voting rights .",2
2745,finnish beverage company olvi is one of the last listed companies in finland that has not yet published its financial result for the second quarter of 2009 .,2
2755,"scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company plant in sievi , in finland .",0
2478,"i can say categorically , no , wahlroos was quoted as saying by the paper , when asked about sampo interest in making a bid for rsa .",2
2783,"aldata solution oyj stock exchange release 11 august 2006 , at 11.00 am aldata shares subscribed for with 2003 stock options a total of 95,000 new shares of aldata solution oyj have been subscribed for with the company 2003a stock options .",2
643,finnish fibers and plastic products maker suominen corporation said its net loss from continuing operations narrowed to 1.8 mln euro 2.3 mln in 2006 from 3.7 mln euro 4.8 mln in 2005 .,1
2658,the new sepa cads will replace finnish bank cards .,2
2896,"finnish construction machinery and equipment rental group cramo oyj said on march 21 , 2007 its swedish sector subsidiary cramo ab will sell its dutch subsidiary cramo nederland b.v. cnl to dutch rental and scaffolding company jaston groep b.v. for an undisclosed sum .",2
3562,"currently , 95 of trainers house revenues are attributed to the finnish market .",2
2848,closing of such transaction took place today .,2
4536,"key shareholders of finnish it services provider tietoenator oyj on friday rejected a hostile eur1 .08 billion 1.67 billion offer from buyout shop nordic capital , giving new life to a possible counter offer from blackstone group lp and norwegian telecom telenor asa .",1
174,"both operating profit and turnover for the sixmonth period increased , respectively , from eur17 .6 m and eur1149 .9 m , as compared to the corresponding period in 2007 .",1
1827,we want to serve kcitymarket customers by offering them interesting and topical selections .,2
1927,"the tests , conducted at nokia siemens lte center of competence in espoo , finland , follow the company production start of lteready flexi multiradio base stations for the 800 mhz band in april 2010 , and complement earlier tests with nokia on the 2100 mhz and 2600 mhz bands .",2
886,stora enso will record a capital gain of eur 33 million as a nonrecurring financial item in its fourth quarter 2006 results .,2
399,"lemminkainen oyj said that it has signed credit agreements with nordea bank sto nda , pohjola bank hel poh1s , sampo bank hel samas and svenska handelsbanken sto shb a .",2
2027,loss after taxes amounted to eur 1.2 mn compared to a loss of 2.6 mn .,1
631,"the money will be spent on strengthening the company competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in russia , the release says .",1
1613,"the company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as crosscountry , alpine and nordic walking poles , floorball sticks and antenna radomes .",2
4612,elcoteq se is europe largest contract electronics maker and has set up a unit in bangalore in association with avista advisory of mumbai .,2
3042,neither of the companies use genetically engineered soy at the moment .,2
1598,subjectmatter of the invention furthermore is the use of the cyclone for separating partly molten particles .,2
1532,he is resting comfortably and is looking forward to getting back to work .,2
3184,the company did not disclose the price of the acquisition .,2
2303,"the bristol port company has sealed a one million pound contract with cooper specialised handling to supply it with four 45tonne , customised reach stackers from konecranes .",1
2475,"helsinkibased componenta bought turkish listed company doktas in october 2006 for 89 million euros , making it the largest finnish investment in turkey to date .",2
303,the transactions would increase earnings per share in the first quarter by some eur0 .28 .,1
3030,"metso foundries jyvaskyla oy will discontinue production on this line by 30 september 2008 , the company said .",2
2667,"the platform is based built on intel s secondgeneration mid platform , called moorestown .",2
1095,"the inventors are bylander johan , ponten fredrik and lundberg jorgen .",2
583,"our extensive cooperation will also bolster sysopen digia position in the domestic operator market , kallioranta adds .",1
772,"of the price , kesko share is 10 mln euro 15.5 mln and it will recognize a gain of 4.0 mln euro 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",1
55,shares of nokia corp. rose thursday after the cell phone maker said its thirdquarter earnings almost doubled and its share of the global handset market increased .,1
1342,"stonesoft is a global provider of proven , next generation solutions that simplify network security management .",2
1232,"glaston wellknown brands are bavelloni , in preprocessing machines and tools , tamglass and uniglass in safety glass machines and albat wirsam in software solutions .",2
4568,"beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",1
4481,"i use natural fibers to make the clothes more comfortable , to allow your skin to breathe and to be ecofriendly .",1
4214,less than ten people will face pension agreements .,2
3095,"proline plus is available in both adjustable single and multichannel models and fixed volume singlechannel models , in volume ranges from 0.1 micro litres to 10 ml .",2
559,"uponor made an operating profit of eur 151.0 mn , up from eur 143.7 mn , which made 2007 a record year .",1
4794,the hull of the vessel was built one block at a time and ruukki delivered the plate material for each block as construction progressed .,2
474,aldata said that there are still a number of operational aspects to be defined between it and microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,2
3524,amanda capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in europe .,2
754,actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around eur 4.5 million and will be effected mostly during the first half of 2010 .,1
2132,it also turned in earnings per share eps of eur 0.44 versus loss per share of eur 2.26 .,1
45,sales increased due to growing market rates and increased operations .,1
774,operating profit improved by 27 to eur 579.8 mn from eur 457.2 mn in 2006 .,1
1749,"by acquiring rcp , we can combine our strong knowhow with the expertise of a solid local company .",1
2497,"kemira , headquartered in helsinki , finland , is an international chemicals group comprising the business areas kemira pulp paper , kemira water , kemira specialty and kemira coatings .",2
1298,okmetic board of directors has also decided on a new share ownership program directed to the company top management .,2
3526,"among paper issues , stora enso r was little changed up 0.08 pct at 12.03 eur , upmkymmene was 0.48 pct higher at 18.77 eur and mreal b added 0.50 pct to 3.99 eur .",2
4213,"last year , upm cut production , closed mills in finland and slashed 700 jobs .",0
1912,sanoma corporation wants a new and better frequency for the helsinki metropolitan area .,2
3520,"alexandria , va. , nov. 5 risto kontturi of rajamaki , finland , and jari ylinen of hyvinkaa , finland , have developed an automated transportation system with a usercontrolled transport selection .",2
4086,ebit excluding nonrecurring items was estimated to increase from 2009 .,1
2951,"in addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",0
2725,"lemiste city is the environment for a knowledgebased economy providing work for 3,300 people with the total turnover of its companies amounting to eek 5.4 bn , said lo p rnits , chairman of the supervisory board of lemiste city and mainor .",2
3611,hk ruokatalo target is to know the consumers .,2
2418,"because the application can be considered as a hacking application , it is classified by fsecure as riskware .",2
1300,"o leary material handling services , located in perth , is the leading company in western australia that supplies , installs and provides service for tail lifts .",1
1473,our vaalipalveluservice was especially developed for use by communities and organizations .,2
3599,"for 2009 , net profit was eur 3 million and the company paid a dividend of eur 1.30 apiece .",2
4152,finnish airline finnair is starting the temporary layoffs of cabin crews in february 2010 .,0
3062,odell has not contacted the state of finland in this issue .,2
740,repeats sees 2008 ebita above 18 pct of sales .,1
2716,pulp and paper industries are growing in countries like china and russia .,2
3714,"panostaja owns a 68.77 pct of share capital and the voting rights of suomen helasto shares following an exchange of shares which was carried out on may 30 , 2007 .",2
2336,"basware is headquartered in espoo , finland .",2
4027,"loss after financial items totalled eur 9.7 mn , compared to a profit of eur 1.3 mn in the corresponding period in 2008 .",0
694,"neste oil said it will build a biodiesel production facility in rotterdam , the netherlands , at an estimated cost of 670 million euros , naming francebased technip as the project main contractor .",2
2531,"on dec. 1 , grimaldi acquired 1.5 million shares and a 50.1percent stake in finnlines .",2
3430,tn means that the handset supports teliasonera telia navigator global positioning system service .,2
1942,"marimekko makes all sorts of colorful little impulse buys umbrellas , baby bibs , change purses and they re all for sale , the better to take advantage of shoppers who ca n t commit to furniture but want a piece of the action .",2
4788,"according to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",0
4719,the fair value of the company investment properties went down to eur 2.768 billion at the end of 2009 from eur 2.916 billion a year earlier .,0
3860,"the liquid handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the biohit brand .",2
2961,"in the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for ironmaking .",2
2397,airbus will attempt to evacuate up to 873 people within 90 seconds .,2
366,ruukki signed the contract with norwegian company veidekke entreprenor as .,1
3580,"established in 1989 , capman manages nordic buyout , mezzanine , technology , life science and real estate funds with approximately euro 3 billion 4 billion in total capital .",2
818,"according to schmardin , nordea will most likely try to win customers over from other pension fund providers .",1
2435,"digia will also set up two subsidiaries , digia norway as and digia usa inc. .",2
205,"helsinki afx retail and wholesale group kesko reported net sales of 659.4 mln eur for february , an increase of 10.8 pct yearonyear .",1
2518,net investment income,2
3138,"talvivaara mining company plc talvivaara mining lse talv , a finlandbased nickel mining business , has installed its second production line at its metals recovery plant on june 9 , 2010 .",2
1551,it offers advanced machinery maintenance and process development services to the pulp and paper industry in northern china .,2
3249,the financial statements release will be available after publishing on the company internet pages at www.cargotec.com .,2
1255,"in today s business , you have to preempt what consumers want , said mohammed zainalabedin , general manager , zain bahrain .",2
2322,"inge larsen cfo , 29,045 shares , representing 0.50 of the share capital .",2
78,telecomworldwire7 april 2006tj group plc sells stake in morning digital design oy finnish it company tj group plc said on friday 7 april that it had signed an agreement on selling its shares of morning digital design oy to edita oyj .,2
2272,ceo of the company tarmo noop said the growth in the sale of premium beers was the biggest .,1
3637,"in the automobile space , maruti is the most searched brand in cars .",2
3248,the financial statements and interim reports will be released around at 9.00 a.m. finnish time on the given dates .,2
1057,"metrics in qpr scorecard now support date , text and milestonebased values , which improve its support for managing projects around performance or processrelated content .",1
1868,"the machine will have an annual production capacity of 200,000 tonnes of supercalendered magazine paper and other paper grades based on recovered fiber , stora enso said .",2
4715,subscription sales decreased slightly .,0
998,the inventor was issued u.s. patent no. .,2
1304,other shareholder entitlements became effective today .,2
212,"in december alone , the members of the lithuanian brewers association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in december 2004 .",1
4658,"finnish scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled eur 94.7 mn in the first half of 2010 , down from eur 99.5 mn in the first half of 2009 .",0
913,"this is done logistics largest order in norway , the diversified group said .",1
3869,the new shares entitle their holders to dividends for fiscal 2006 .,2
4263,the measures result from weak demand in the shipbuilding industry .,0
1731,"the core of solidium investment strategy is proper , value enhancing asset management of the current holdings .",1
2341,asian traffic declined by 3.4 per cent .,0
2898,"finnish electronics contract maker incap oyj said on january 3 , 2008 it sold its manufacturing facilities in helsinki to local real estate company sponda oyj for 5.3 mln euro 7.8 mln .",2
2740,"a total of 750,330 new citycon shares with a nominal value of eur 1.35 per share were subscribed in december exercising the abc options based on the company stock option plan 1999 .",2
4387,"the estonian electronic components factory , elcoteq , is running out of material because of the closure of air traffic .",0
4216,"adpnews dec 1 , 2009 finnish cutlery and hand tools maker fiskars oyj abp hel fisas said today that it will make redundant a total of 18 office and management staff members of its subsidiary iittala group ltd. .",0
4724,"finnish electronics contract manufacturer scanfil had net sales of eur 52.2 mn in the first quarter of 2007 , down from eur 60.1 mn a year before .",0
2062,very recommendable is the nokian z g2 according to the adac judgement in the latest summer tyre test of the german automobile association adac .,1
2316,this assignment strengthens poyry position as an international provider of engineering and project services to the chemical process industry .,1
3105,"retail chain suomen l hikauppa was given the index 5.8 , airline sas 5.8 , teliasonera broadband 6.1 , german retail chain lidl 6.1 , tele finland mobile subscriptions 6.1 , tallink shipping line 6.3 , and power company helsinki energy 6.3 .",2
4652,"finnish exel composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 in the second quarter of 2010 to eur 19.2 mn from eur 19.3 mn in the corresponding period in 2009 .",0
3985,"with this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to renesas electronics corporation .",2
3050,no financial detail were available .,2
1928,the tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,2
2386,"according to statistics by the finnish maritime administration , shipping did not increase much in januaryaugust 2009 , however .",2
1106,"the rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 componenta corporation shares including also the proportion to be paid in cash .",2
2410,"as part of the reorganisation measures that will take place in spring 2006 , tamglass finton will start personnel negotiations that will affect its entire staff of 33 .",0
536,"with this subscription , fortum ownership in tgk10 has increased to slightly over 76 of shares and voting rights .",2
687,finnish bore that is owned by the rettig family has grown recently through the acquisition of smaller shipping companies .,1
3435,"uncertainties still exist , however .",2
2118,"in 2007 , huhtamaki will continue to invest in organic growth .",2
2334,"on the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",2
1414,"the report goes on to provide detailed profiles of ten leading european specialty chemicals companies , and brief profiles of other major players .",2
1402,the oil shale feedersupply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel enefit280 shale oil technology processing plant .,2
3186,the company does not at present hold any of its own shares .,2
4089,operating profit excluding nonrecurring items increased by 27 to eur 81.9 mn from eur 64.4 mn in the corresponding period in 2008 .,1
1898,europe however remains an important and strong market for us .,2
1695,"we went to the market with yield guidance of the 7.25 area , which gave us the flexibility to go up or down by 18th .",2
2419,"before fki , john jiang has worked in several general manager or senior business consultant positions for international companies in china .",2
2390,"according to the notification , the holdings of ameriprice inc. and its group companies are now in total 808,973 shares , which represent 3.582 of tekla s shares and voting rights .",2
1419,"the scope of the project is to find the most costefficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",2
1173,amanda said that it had already made a usd5 .0 m investment commitment in russia partners ii fund in july 2005 .,2
3861,"the manufacture of cpps will be undertaken at the existing export oriented unit eou at wartsila factory at khopoli , near mumbai .",2
160,"besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , paavel said .",1
1487,"3g data subscribers are also helping to maintain these growth levels , since dataonly subscriptions push for more multiple sim ownership .",2
1075,"technopolis and the st. petersburg government signed a cooperation memorandum in october 2005 to set up a technopark in the neudorf production zone in the village of strelny , in the st. petersburg suburbs .",1
3876,"the orangehandled scissors from fiskars are part of the permanent design collection of the museum of modern art in new york , as well as the philadelphia museum of art .",2
3584,finnish component supplier componenta corporation omx helsinki cth1v said on monday 16 june that it is changing its pricing cycle due to the increase of raw material prices .,2
3627,"in addition to verification of an identity and digital signatures , new stateapproved mobile id enables to cast votes in elections as well .",2
1660,"the total investment necessary will be eur40m , the company estimated .",2
960,operating profit improved by 39.9 to eur 18.0 mn from eur12 .8 mn .,1
2814,"as part of the agreement , aspocomp will also give meadville a 10 pct slice of a subsidiary operating in oulu , finland .",2
3615,"in 2007 , etteplan had turnover of eur125 .2 m.",2
4155,finnish honkarakenne that specialises in the building of log houses is planning to use pine from russian karelia .,2
3999,the group s result before taxes was eur 1.9 3.0 million .,0
345,"adp news nov 18 , 2008 finnish ac drives manufacturer vacon oyj omx vac1v said today that it had set up new representative offices in romania and ukraine to serve the growing markets in eastern and southeastern europe .",1
3774,the business area net sales were slightly over 2m in 2006 .,2
1317,press release 3 september 2009 ruukki continues to be listed in two dow jones sustainability indexes djsi world and djsi stoxx .,2
2249,"under the agreement , japrotek will deliver nine storage tanks in the volume range of 1,000 cu m to 3,000 cu m with included agitators .",2
2712,"swedbank hypotek is to issue a benchmark , fixed rate covered deal in euros , maturing january 2010 .",2
847,"helsinki afx metso said it will upgrade one of upmkymmene four paper machines at the latter mill in jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .",1
2582,"the 2500passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",2
836,"finnish financial solutions developer basware corporation omx helsinki bas1v said on tuesday 23 september that it will deliver a complete invoice automation solution to a large us engineering , construction and technical services organization .",1
855,it also has potential clients in the growing environmental and recycling technology sectors .,2
595,"the company recorded revenues of e658 .1 million during the fiscal year ended december 2007 , an increase of 23 over 2006 .",1
4296,the rest of this week tapings of jimmy kimmel live have been canceled until he is back on his feet .,2
2192,"systeemitiimi sales and project resources will also be strengthened , director paul skogberg said .",1
3837,the enterprise value of maritim food as has been determined as approximately eur15m .,2
664,the costs of the new ropax vessels are 30 lower than those of the present ones .,1
2575,suomen paikallissanomat oy is part of alma media group and it currently publishes 15 local newspapers across finland .,2
606,london marketwatch nokia nok said it won a fiveyear services contract to run hutchison essar network operations in nine locations in india .,1
4282,they are also upset that some of the machinery and work is taken over to poland .,0
395,"at the same time , the market for automated liquid handling devices is already larger than that for pipettes , according to biohit .",2
2463,"following the issue , the new shares will constitute 10 percent of the firm capital .",2
3859,"the group turnover in 2006 was eur 39.2 million , and operating profit was eur 3.9 million .",2
3961,"under finnish law , parliament grants licences to build nuclear power plants .",2
1403,"the operator is one of 6 operators to have been granted a wimax license in taiwan , and hopes to be the first to launch commercial services in early 2009 .",2
899,the company is also featured in the ethibel pioneer investment register and included in innovest global 100 list of the world most sustainable corporations .,1
955,incap and lankapaja aim to enter into actual agreement to transfer the sheetmetal production to the buyer in february in order to complete the transfer on 1 march 2011 .,1
2253,under the terms of this agreement lextel group has committed to an opening order of eur3 .75 m for benefon mobile units to be cobranded with capitel for the china market .,2
1552,"it operates under three distinct brands united supermarkets , market street and united supermercado .",2
4379,"adp news may 29 , 2009 bank of america bofa downgraded today its ratings on swedishfinnish paper maker stora enso oyj hel sterv and on finnish sector player upmkymmene oyj hel upm1v to underperf",0
4403,l t net profit for the whole 2010 dropped to eur 36 million from eur 45 million for 2009 .,0
746,the government has had a very professional approach in assessing the offer .,1
4251,"the cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",2
379,"the finnish supplier of bssoss and vas for telecom operators , tecnotree , has received expansion orders worth a total us 7.3 mn for its convergent charging and next generation messaging solutions in latin america , the company announced without specifying which operators had placed the orders .",1
256,"operating profit totaled eur 5.5 mn , up from eur 0.7 mn .",1
